ProductID,ProductName,Category,ListPrice
8058,citizen window,Home Appliances,295
4319,pass interview,Beauty,403
8168,modern subject,Books,180
7163,question whose,Electronics,459
4078,Congress ahead,Home Appliances,70
4136,like director,Books,457
6221,every memory,Books,491
6506,high fill,Home Appliances,353
1962,series black,Home Appliances,107
9837,look relationship,Beauty,497
8954,return author,Home Appliances,185
1430,half commercial,Books,120
4852,determine now,Beauty,313
9760,fine would,Beauty,204
1517,stuff finally,Books,438
4537,wide decide,Beauty,234
1189,manager bring,Clothing,393
5631,kind run,Clothing,221
1331,personal pay,Electronics,424
3604,close create,Electronics,422
8920,much bill,Clothing,305
9824,number wife,Clothing,351
3152,such step,Books,185
8143,star process,Clothing,101
9079,red now,Clothing,235
5351,me action,Books,75
3707,travel research,Books,265
3438,physical true,Home Appliances,118
3353,throughout professor,Home Appliances,402
2752,entire individual,Home Appliances,262
6502,source put,Books,245
4284,forward network,Electronics,84
4488,degree image,Books,94
6608,hour study,Electronics,159
3682,tend face,Home Appliances,469
9577,special those,Beauty,87
5564,environment here,Clothing,168
5207,reflect direction,Clothing,115
2016,bank music,Beauty,111
1244,cause mention,Electronics,141
2366,trial year,Beauty,468
9909,perhaps sing,Beauty,141
6037,star shoulder,Home Appliances,428
6724,each high,Beauty,52
6907,local sound,Books,486
8459,fine enough,Home Appliances,407
7874,shoulder both,Clothing,447
1498,seven process,Home Appliances,142
3471,agree believe,Home Appliances,111
3603,try instead,Electronics,204
8312,personal eye,Electronics,267
3238,history subject,Books,348
7970,discussion a,Home Appliances,216
9467,mean customer,Home Appliances,228
4751,friend series,Electronics,292
9585,religious population,Beauty,306
4718,south free,Beauty,125
8738,for attack,Electronics,417
1537,choice region,Beauty,201
3902,whatever option,Beauty,390
2216,produce security,Clothing,429
2652,last reach,Electronics,498
3349,beyond doctor,Books,454
4895,blue force,Clothing,112
1034,interest discuss,Home Appliances,417
6857,certainly fish,Home Appliances,451
5233,control right,Books,482
6347,according writer,Electronics,324
4823,everyone four,Clothing,241
7354,trial often,Home Appliances,412
4202,sound ability,Home Appliances,341
1315,wrong describe,Books,258
7683,make positive,Clothing,273
2787,final operation,Beauty,142
9390,nothing measure,Beauty,158
1460,kind knowledge,Beauty,235
9130,yeah cup,Electronics,459
4337,long money,Electronics,70
6721,service actually,Electronics,428
2653,movement according,Beauty,459
5468,chair end,Clothing,201
3657,detail officer,Home Appliances,203
8297,over national,Clothing,249
1968,bar management,Home Appliances,496
3674,these yourself,Home Appliances,218
9520,successful near,Electronics,418
4255,decision investment,Clothing,409
2031,eight activity,Beauty,393
3107,shoulder field,Clothing,219
8847,future even,Electronics,156
6553,item ready,Home Appliances,336
6788,early hand,Books,486
9443,relate all,Beauty,143
3588,color off,Home Appliances,474
7038,side fish,Clothing,145
1298,threat executive,Beauty,152
8991,impact charge,Books,120
1565,white religious,Beauty,266
5194,none former,Books,237
8538,behind including,Books,104
7482,article seat,Clothing,493
2493,chance summer,Electronics,141
4203,character bill,Books,498
8448,none culture,Beauty,451
4060,cause drop,Electronics,247
9110,up apply,Home Appliances,333
4980,produce while,Books,125
4606,car less,Home Appliances,221
9272,father necessary,Books,109
6480,safe south,Electronics,185
9845,threat reveal,Electronics,234
4205,the heart,Books,326
8439,stage without,Clothing,390
5562,purpose hour,Books,168
6754,majority condition,Beauty,162
3464,unit drive,Beauty,303
2907,pretty nice,Clothing,90
3093,remember good,Clothing,281
2592,but number,Books,154
8112,deep recognize,Home Appliances,235
8534,argue from,Books,260
3765,these contain,Electronics,78
7607,art already,Clothing,196
9406,property position,Books,292
8753,make term,Home Appliances,227
2628,able minute,Home Appliances,404
9390,car buy,Home Appliances,387
6381,area ahead,Electronics,331
9563,moment modern,Books,407
4505,water build,Clothing,433
1744,at word,Beauty,91
1070,answer out,Clothing,75
6454,whole wife,Home Appliances,80
1423,position Mr,Beauty,172
7190,foreign share,Beauty,284
4383,chair president,Electronics,52
2591,well few,Books,466
3595,often fact,Beauty,72
2663,it may,Clothing,334
9838,significant pattern,Home Appliances,137
2663,game paper,Books,295
4290,while look,Clothing,377
6439,whether family,Clothing,378
1621,understand pay,Clothing,299
8131,well successful,Electronics,122
4732,camera by,Beauty,183
5545,including less,Books,164
6562,increase seven,Home Appliances,143
4396,site do,Beauty,494
3234,color long,Home Appliances,250
7138,visit ready,Home Appliances,454
8527,enough discuss,Clothing,319
9537,road none,Books,459
5287,worker western,Home Appliances,448
8919,traditional election,Beauty,195
4239,computer performance,Electronics,241
9954,matter long,Home Appliances,240
1792,quickly commercial,Clothing,472
6496,agent make,Beauty,62
1556,house break,Clothing,85
8526,stay option,Books,467
9513,result he,Beauty,194
8920,sometimes join,Electronics,385
6066,check reach,Beauty,376
8007,happy consumer,Books,250
7563,performance assume,Electronics,163
8972,our democratic,Books,208
1799,source stay,Beauty,333
8207,direction exactly,Home Appliances,175
7414,language young,Books,196
2273,responsibility spend,Beauty,94
3059,yeah Republican,Electronics,96
5853,movie beat,Home Appliances,301
6149,affect vote,Home Appliances,66
5600,tax today,Books,387
5264,serve adult,Beauty,347
5521,after Mr,Home Appliances,263
6144,wish hope,Books,448
4532,plan from,Books,458
2867,job culture,Clothing,160
7744,just tell,Electronics,63
1416,however own,Beauty,281
5970,lay term,Electronics,324
8666,foreign far,Books,292
2249,how no,Clothing,287
7577,central mouth,Books,197
3850,industry space,Clothing,269
3634,from probably,Electronics,109
1999,wall begin,Books,461
1184,spring kitchen,Beauty,185
9304,option decision,Home Appliances,60
8664,avoid technology,Books,496
6660,safe new,Books,252
7874,join nearly,Beauty,363
6411,letter around,Beauty,324
9582,process teacher,Books,67
4022,them fine,Books,267
8012,morning paper,Clothing,334
9553,from term,Home Appliances,487
3509,to development,Clothing,172
6612,would you,Home Appliances,330
6689,difference feeling,Beauty,76
7527,front economy,Books,50
6354,well degree,Clothing,492
3548,property mouth,Clothing,409
7106,particularly politics,Books,174
2052,teacher evidence,Home Appliances,94
1227,still provide,Home Appliances,403
2132,election condition,Home Appliances,291
9705,cell actually,Clothing,477
4356,center air,Beauty,459
2524,marriage others,Clothing,174
2946,figure scientist,Home Appliances,313
5623,fund anyone,Home Appliances,276
8296,stock eight,Books,297
9922,painting similar,Electronics,229
3970,green ok,Electronics,467
9641,head that,Books,248
2541,quite able,Books,234
9676,every modern,Home Appliances,188
6846,draw side,Home Appliances,176
2434,continue grow,Books,489
8304,resource drug,Beauty,87
3639,goal house,Electronics,375
1151,within administration,Beauty,242
1191,cut third,Electronics,481
2130,discussion nor,Electronics,224
1493,soon man,Clothing,113
2361,main return,Home Appliances,477
9611,choose size,Electronics,420
3876,capital nation,Beauty,384
3787,matter dark,Books,487
1102,ever green,Electronics,162
3828,recently view,Books,489
2879,country drug,Electronics,475
5650,reality too,Books,384
4335,program father,Beauty,108
7132,court environmental,Electronics,317
4745,four attention,Books,284
2143,I themselves,Books,174
4488,movement scientist,Beauty,74
5074,defense everybody,Home Appliances,274
2978,popular else,Books,403
7120,magazine example,Electronics,263
2800,newspaper push,Books,397
5551,forward condition,Clothing,133
5775,film very,Home Appliances,480
2493,ever will,Electronics,213
7666,stage leader,Electronics,241
5502,out foot,Clothing,248
2666,drive bank,Clothing,242
2825,if show,Beauty,273
3395,stand collection,Clothing,191
2448,leave positive,Books,447
2902,dinner garden,Beauty,192
9226,four third,Electronics,124
5052,fund should,Home Appliances,227
4910,article audience,Home Appliances,411
7758,particular figure,Electronics,462
2774,ask manage,Beauty,147
4909,couple policy,Books,431
7591,hope important,Electronics,217
8736,treatment school,Home Appliances,299
2555,stock those,Books,172
3208,form green,Clothing,421
2024,ability body,Beauty,140
2189,employee strategy,Clothing,344
5283,day bad,Clothing,335
8471,music school,Books,130
4488,Mr establish,Electronics,432
3459,mention against,Clothing,144
6068,voice image,Beauty,143
7411,lose Democrat,Home Appliances,165
7821,daughter final,Clothing,133
9421,road somebody,Books,404
4349,almost short,Home Appliances,280
4427,team space,Beauty,381
3224,size party,Clothing,233
5820,a significant,Electronics,234
3846,source current,Home Appliances,294
8634,training laugh,Clothing,462
5112,mean computer,Books,162
9590,catch big,Home Appliances,226
5749,condition upon,Beauty,322
8201,single bar,Electronics,58
7468,them likely,Home Appliances,260
9556,eight machine,Home Appliances,334
3272,to produce,Home Appliances,104
3876,positive group,Books,361
5004,president second,Home Appliances,497
2583,friend society,Home Appliances,245
3436,glass away,Electronics,406
9914,worker follow,Electronics,295
6898,point radio,Clothing,322
7664,election make,Books,114
3301,cup green,Home Appliances,492
7870,ago movie,Books,298
1243,about society,Books,183
9046,treat what,Books,235
6350,popular certain,Electronics,147
4018,standard ball,Home Appliances,191
5864,let single,Beauty,304
7500,special participant,Clothing,475
1306,job hold,Clothing,324
2835,magazine early,Home Appliances,193
7880,face sense,Beauty,234
9072,song fund,Books,295
9403,line happy,Clothing,305
3298,practice ok,Beauty,128
5937,decide production,Home Appliances,287
2528,ready theory,Electronics,463
6331,across write,Beauty,161
8967,kid fly,Home Appliances,191
7011,put remember,Home Appliances,425
9632,second wide,Clothing,130
1504,operation amount,Books,408
2390,answer yeah,Beauty,403
9256,both discuss,Beauty,388
5942,focus standard,Beauty,115
6462,society career,Home Appliances,430
8862,security team,Clothing,280
3440,onto among,Beauty,108
8228,office everything,Beauty,356
7475,rest within,Home Appliances,433
1378,leg near,Books,499
3936,cold condition,Books,403
9742,seem good,Clothing,137
2952,know their,Home Appliances,81
1459,wind dream,Books,367
3107,you heart,Beauty,290
8809,eight follow,Home Appliances,137
8470,wonder body,Home Appliances,277
9917,social sometimes,Home Appliances,461
4873,way floor,Electronics,95
6477,company century,Electronics,462
6913,soon employee,Beauty,357
3636,treatment author,Home Appliances,176
1316,likely collection,Clothing,469
9055,base reduce,Home Appliances,258
2243,about fund,Beauty,253
9932,pick modern,Beauty,164
2036,none music,Home Appliances,315
6961,sport under,Books,91
4831,member doctor,Books,466
3549,president significant,Beauty,238
9846,thought kind,Electronics,114
8817,high maybe,Home Appliances,259
9227,suggest only,Beauty,102
4527,many next,Home Appliances,136
4443,agent sea,Electronics,427
5126,to reason,Home Appliances,500
4710,fish low,Home Appliances,494
6158,stage speech,Electronics,490
8414,question pressure,Home Appliances,269
7500,involve kitchen,Home Appliances,118
5888,continue who,Electronics,357
7944,argue three,Clothing,59
2872,though effect,Beauty,79
6815,option watch,Clothing,99
5570,score father,Electronics,440
3453,total score,Books,392
5512,home as,Home Appliances,70
6565,know small,Home Appliances,91
6001,safe anything,Home Appliances,108
5547,long brother,Home Appliances,243
2556,bed line,Home Appliances,133
1965,watch place,Beauty,256
9013,open whether,Beauty,73
3126,want top,Home Appliances,81
5587,great sing,Books,258
7178,reveal assume,Home Appliances,187
7860,we compare,Beauty,241
7373,account economy,Electronics,298
2800,character woman,Beauty,252
8557,speech clear,Beauty,369
5705,sing ground,Clothing,67
2719,production artist,Electronics,276
4840,movie establish,Beauty,495
7034,society three,Beauty,200
8123,likely detail,Beauty,119
9951,rule party,Clothing,187
4053,soldier guess,Home Appliances,443
7132,first involve,Clothing,437
1661,song affect,Beauty,355
7324,language fight,Books,459
3992,animal consumer,Beauty,351
6125,public knowledge,Electronics,178
1959,natural leader,Clothing,206
1739,just may,Clothing,118
1299,force contain,Books,302
5031,kid case,Clothing,445
5160,mother anything,Books,210
3044,book improve,Clothing,472
2551,house word,Home Appliances,178
6559,development important,Clothing,334
2412,hair toward,Clothing,448
3934,perhaps could,Books,58
6548,able kid,Beauty,219
1487,thus station,Books,393
7014,information arrive,Electronics,355
8599,day natural,Beauty,141
4735,catch effort,Clothing,298
9681,garden them,Beauty,158
1303,little travel,Home Appliances,331
3790,just player,Beauty,123
3359,relationship film,Clothing,156
3687,service newspaper,Beauty,361
6593,country treatment,Beauty,67
2153,physical leave,Books,269
8486,lawyer threat,Clothing,168
8860,do arm,Electronics,494
3055,camera traditional,Clothing,336
1019,special imagine,Beauty,413
2811,make class,Books,233
5650,grow head,Clothing,482
9709,if blue,Electronics,437
9583,this western,Electronics,395
7641,identify church,Beauty,214
3694,practice develop,Beauty,94
3757,country ever,Clothing,191
1590,network myself,Electronics,339
4838,whether cultural,Beauty,461
4567,still environment,Beauty,277
5518,prove now,Beauty,295
3047,him before,Books,63
4351,stop show,Electronics,242
9757,leader course,Home Appliances,305
7558,charge risk,Beauty,252
3629,president film,Electronics,237
2834,anything maybe,Electronics,322
7429,manage natural,Books,288
5113,first according,Beauty,95
4062,line standard,Clothing,258
8309,how citizen,Books,377
4032,group necessary,Home Appliances,177
4611,friend reality,Books,268
5815,financial really,Books,344
4953,add morning,Beauty,294
5850,specific each,Home Appliances,474
3458,available stop,Home Appliances,176
5068,budget under,Clothing,253
9342,kind force,Electronics,455
8443,significant sit,Books,431
2110,network side,Home Appliances,443
6102,word under,Beauty,311
7649,tell opportunity,Clothing,373
9188,responsibility without,Clothing,363
9574,about culture,Electronics,115
6430,buy notice,Clothing,99
5624,school move,Home Appliances,298
9673,establish group,Clothing,142
3556,offer themselves,Electronics,425
2473,key wall,Books,124
2131,idea those,Electronics,164
3340,college bit,Beauty,300
4383,couple cold,Electronics,333
1894,turn suggest,Clothing,297
3456,up institution,Electronics,172
1846,partner occur,Clothing,102
4175,design fly,Beauty,395
6913,name hard,Electronics,471
8661,entire debate,Books,238
1010,present player,Beauty,382
6653,easy value,Clothing,103
6113,wear entire,Books,483
8065,adult nor,Home Appliances,409
8026,safe before,Books,298
2186,also this,Electronics,225
4737,edge face,Home Appliances,50
8668,including require,Beauty,259
6340,like fast,Books,276
9555,rest local,Clothing,54
3147,remember would,Electronics,142
4074,office single,Books,476
6119,vote laugh,Clothing,393
3494,probably painting,Books,82
4931,you couple,Electronics,148
6454,human see,Books,112
6908,manage force,Books,69
4705,way also,Books,137
9239,concern wonder,Clothing,422
9059,organization small,Books,273
6206,world put,Electronics,296
4978,school draw,Beauty,206
5475,assume rest,Beauty,283
9826,before happen,Clothing,197
8307,win lay,Home Appliances,239
9942,yet myself,Books,291
2929,only Democrat,Electronics,308
6881,all box,Books,485
4382,yeah method,Electronics,137
3309,east evidence,Beauty,154
1167,hair ok,Electronics,481
7863,should stage,Books,411
3421,also pick,Home Appliances,461
5922,wind main,Books,53
3980,these pass,Clothing,427
7360,recent last,Beauty,311
8618,none chance,Books,60
4112,laugh respond,Clothing,267
8109,skin over,Electronics,326
7666,product minute,Home Appliances,250
3748,open personal,Home Appliances,88
5689,sister section,Home Appliances,373
1808,worker present,Beauty,259
7966,hotel back,Beauty,233
5227,treatment industry,Clothing,302
2348,write skill,Beauty,188
8717,expect mean,Electronics,394
7776,couple the,Books,268
2513,save whose,Electronics,348
5265,them discuss,Electronics,56
9376,tree research,Beauty,108
8938,discover whatever,Books,102
2809,happen choice,Home Appliances,454
3360,factor man,Clothing,343
4040,education soon,Beauty,376
8581,how affect,Beauty,201
7575,foreign staff,Books,498
5381,detail group,Home Appliances,385
4877,size professional,Books,139
3378,provide medical,Clothing,315
4419,marriage college,Home Appliances,465
9546,president world,Home Appliances,468
7392,public simply,Electronics,77
5461,treat guy,Home Appliances,268
7494,herself check,Books,280
3001,board determine,Books,379
9945,phone end,Electronics,191
2837,fast two,Clothing,338
5884,everyone its,Books,316
7663,sure house,Beauty,260
6743,this kitchen,Clothing,103
3038,second away,Books,366
1409,industry education,Clothing,355
5117,become race,Beauty,450
5319,avoid agreement,Books,472
8153,again take,Clothing,431
2298,within just,Home Appliances,276
1429,live people,Electronics,81
1467,style board,Clothing,128
4721,risk out,Clothing,334
9297,one foot,Electronics,106
1265,course maybe,Clothing,71
3142,field even,Books,328
4258,blue finish,Home Appliances,171
4597,executive rate,Clothing,259
1265,read property,Beauty,491
7256,third up,Beauty,228
5479,charge meet,Electronics,166
9520,prepare free,Electronics,455
1392,color important,Electronics,103
8800,guess even,Home Appliances,90
4065,physical instead,Electronics,165
5508,gun break,Electronics,441
8836,training window,Books,199
1470,century inside,Clothing,101
7667,without adult,Beauty,365
9604,people floor,Beauty,342
5191,north help,Home Appliances,294
1958,most statement,Beauty,230
5663,effect they,Books,285
3337,open defense,Clothing,217
3754,church need,Clothing,128
8691,successful fill,Beauty,246
1529,job glass,Clothing,438
3064,theory scientist,Clothing,262
5464,finally line,Beauty,438
7711,between computer,Books,332
8170,character yourself,Beauty,347
1138,of one,Electronics,315
2398,instead officer,Clothing,190
3916,listen perform,Clothing,218
4516,eight federal,Books,364
1394,together special,Home Appliances,288
4800,evidence half,Home Appliances,327
5188,get allow,Electronics,354
9016,some make,Electronics,414
7493,fall family,Books,173
4822,ready service,Home Appliances,448
9646,arm sport,Books,313
7160,dinner Congress,Electronics,398
8115,laugh one,Beauty,85
9007,popular wonder,Electronics,468
5177,modern power,Electronics,496
6271,song young,Electronics,421
9358,deep study,Clothing,231
1138,last budget,Beauty,335
8088,fight here,Books,66
8929,finally others,Home Appliances,109
6007,chair new,Home Appliances,466
2649,sea rule,Books,216
3111,situation attention,Clothing,318
2429,plan media,Home Appliances,158
3523,whose action,Books,408
9126,get off,Clothing,180
6203,over trial,Books,101
3916,hundred very,Home Appliances,222
1397,each contain,Beauty,221
9423,sea total,Books,206
4880,early smile,Electronics,348
6464,manager five,Electronics,417
9199,change about,Electronics,341
2615,main force,Clothing,266
5683,recognize pull,Electronics,116
1927,free bill,Clothing,239
3937,describe although,Books,64
5616,computer who,Beauty,427
3937,either international,Electronics,58
9680,pass sister,Home Appliances,159
1160,interesting all,Clothing,186
4651,carry property,Beauty,346
1600,service bring,Books,417
6065,town character,Clothing,200
8038,boy information,Books,90
2392,hand board,Electronics,415
9133,politics coach,Electronics,427
8328,usually really,Beauty,436
8103,meet choose,Clothing,236
8896,treat central,Books,215
3650,director heavy,Clothing,445
3960,necessary themselves,Clothing,78
1282,serve gun,Clothing,339
6617,try institution,Clothing,108
2231,three scientist,Home Appliances,128
6672,white order,Beauty,240
4684,health paper,Books,221
9439,indicate majority,Clothing,435
2257,there type,Home Appliances,365
5133,large two,Home Appliances,182
1992,better property,Beauty,486
2430,save yes,Clothing,412
6410,policy some,Beauty,106
9434,probably state,Beauty,188
2336,bill generation,Electronics,71
6143,dinner worker,Beauty,243
7716,wrong exist,Clothing,178
9352,seek must,Books,348
1535,fire such,Clothing,353
4131,think head,Books,162
8057,if toward,Clothing,182
7405,stock college,Beauty,205
1735,road consider,Home Appliances,438
1535,nation film,Books,199
7130,story floor,Electronics,396
2757,tree us,Home Appliances,253
1554,else population,Home Appliances,299
3157,step direction,Home Appliances,107
5032,memory choose,Electronics,226
6259,allow first,Beauty,424
2979,mission executive,Beauty,451
4032,writer concern,Electronics,85
1772,matter should,Electronics,439
2448,group surface,Clothing,498
1153,as receive,Beauty,246
8270,baby particular,Clothing,279
9981,show station,Books,285
5749,data laugh,Electronics,406
2088,fact where,Books,178
6335,never find,Books,187
7433,out opportunity,Clothing,429
9351,man join,Clothing,129
8334,boy admit,Clothing,432
2314,everybody put,Clothing,198
1085,political ever,Books,141
3220,commercial also,Clothing,376
2760,off road,Beauty,324
8147,tend we,Home Appliances,378
6904,natural tell,Clothing,369
1168,challenge product,Beauty,366
2305,far concern,Beauty,409
7886,responsibility action,Home Appliances,207
9907,morning wife,Home Appliances,461
4099,step other,Books,498
7063,two where,Beauty,189
3914,American skin,Electronics,220
5746,hot far,Beauty,227
5100,fly often,Home Appliances,129
1915,hope finally,Electronics,183
7065,treatment western,Beauty,480
9095,human born,Clothing,129
8127,still spend,Books,278
4611,make hundred,Books,284
8176,expect part,Beauty,253
8855,tree contain,Home Appliances,375
2828,leave marriage,Books,252
8020,nature allow,Electronics,304
5462,marriage service,Clothing,113
9104,customer nice,Electronics,405
4350,young exist,Books,101
3532,moment assume,Books,113
3596,animal father,Home Appliances,72
3291,close better,Books,289
3237,toward though,Electronics,379
9865,goal might,Beauty,385
4280,later or,Beauty,66
3819,sea firm,Clothing,453
4027,view factor,Beauty,129
9790,list above,Books,429
1951,be professor,Electronics,151
1590,grow fall,Home Appliances,255
6919,after music,Books,91
2833,investment including,Electronics,189
8293,follow store,Beauty,377
5279,condition might,Clothing,366
7747,all rule,Home Appliances,236
6656,coach girl,Electronics,372
8944,billion several,Home Appliances,219
2752,new how,Beauty,200
5983,red foreign,Beauty,90
3367,talk company,Clothing,344
1492,old eye,Beauty,311
3572,believe couple,Electronics,125
1098,or chance,Books,100
1250,gun around,Beauty,96
3664,all laugh,Home Appliances,371
6905,player exactly,Beauty,299
8689,thousand everything,Home Appliances,423
3498,course food,Home Appliances,350
5034,director think,Electronics,463
3503,ten leader,Home Appliances,365
6885,none check,Beauty,413
5405,region agreement,Home Appliances,66
9209,success best,Books,315
2811,seven news,Home Appliances,484
5078,power final,Clothing,257
6234,policy itself,Books,120
9229,design officer,Beauty,331
7655,instead five,Home Appliances,401
7340,pay significant,Clothing,375
1924,cause product,Beauty,224
3042,smile international,Beauty,71
5511,student or,Beauty,450
9260,evidence check,Beauty,74
1022,floor recognize,Home Appliances,387
2815,concern baby,Beauty,213
8279,economic recently,Books,50
2197,accept other,Beauty,228
2095,painting generation,Electronics,286
7389,how notice,Books,112
8540,into just,Electronics,488
5682,tell young,Clothing,80
6592,away skin,Beauty,179
1474,face different,Beauty,307
1821,attack notice,Clothing,463
2513,modern moment,Books,73
3202,skill thousand,Electronics,165
5452,which focus,Beauty,187
5686,pick physical,Home Appliances,492
3980,continue military,Beauty,269
1259,have method,Home Appliances,242
2163,talk Mr,Books,309
1671,tell individual,Books,124
3752,conference everything,Beauty,268
9966,decision build,Home Appliances,239
4635,blood arm,Home Appliances,283
8898,direction should,Clothing,368
6416,choose price,Beauty,482
7978,account Mrs,Clothing,58
6136,eat rather,Books,230
4034,year write,Beauty,74
9822,might agree,Books,349
1596,argue travel,Home Appliances,394
7645,top war,Clothing,114
3913,us often,Home Appliances,322
9375,third describe,Beauty,468
8535,paper third,Electronics,469
9337,she while,Beauty,338
3406,by information,Electronics,492
3918,result really,Clothing,344
1771,what best,Clothing,404
6825,little want,Home Appliances,145
1178,soon her,Beauty,300
3731,support city,Electronics,119
2908,career catch,Clothing,292
2082,environment create,Beauty,134
3911,everybody matter,Electronics,124
8936,kid surface,Beauty,497
9776,during personal,Electronics,193
5016,total best,Home Appliances,86
4677,none trouble,Books,214
5220,tell list,Beauty,481
1722,provide source,Books,255
8594,defense enough,Books,490
2171,size two,Electronics,258
9470,animal game,Electronics,421
6155,bill to,Books,290
1663,big natural,Beauty,181
1298,a necessary,Clothing,400
4217,hold back,Home Appliances,424
3160,will machine,Clothing,115
9252,front position,Home Appliances,144
9204,late red,Electronics,172
7025,listen finally,Books,362
5803,our stop,Clothing,324
7874,little attorney,Clothing,441
6542,attack month,Beauty,346
5535,home usually,Home Appliances,171
1628,cause board,Home Appliances,435
1903,real now,Clothing,117
5082,partner officer,Home Appliances,96
3916,type lawyer,Home Appliances,291
6164,each right,Clothing,304
4747,maintain better,Electronics,133
8463,lot water,Beauty,398
8255,deep instead,Electronics,204
6139,ability plant,Electronics,137
1600,buy student,Home Appliances,451
4553,him certain,Books,251
5369,imagine computer,Electronics,441
4957,baby wall,Books,221
8673,paper such,Home Appliances,322
1828,soldier size,Beauty,315
8388,way pass,Beauty,463
9498,line theory,Home Appliances,398
7489,air religious,Beauty,419
2843,recently outside,Books,448
2693,six two,Home Appliances,307
7270,west today,Beauty,361
7871,executive expect,Clothing,437
7749,edge third,Electronics,450
9163,job city,Books,384
8414,machine right,Clothing,413
5455,player material,Books,351
5941,discussion forward,Home Appliances,189
4215,month of,Clothing,334
8352,dream challenge,Beauty,51
7549,red sea,Books,179
8377,Mr bag,Home Appliances,392
6368,senior him,Home Appliances,369
4918,author decide,Home Appliances,383
5566,argue statement,Home Appliances,70
4422,in science,Clothing,338
6379,note war,Clothing,470
5053,per another,Clothing,474
