OrderID,ProductID,UserID,Quantity,OrderDate,UnitPrice
4441,4947,3028,5,2023-05-07,75
9789,1478,9025,3,2022-11-13,42
3787,9819,6086,7,2022-10-08,48
9280,4694,8228,1,2023-03-10,65
4000,7385,1190,8,2022-12-14,64
2855,3330,5387,8,2023-04-26,78
1074,1656,7728,3,2023-04-26,11
3390,7443,2925,10,2022-09-15,40
9870,3991,9711,2,2022-09-09,48
4715,9516,5979,7,2022-11-03,71
5861,6546,5670,2,2022-09-01,16
4449,2262,9346,1,2023-04-19,20
1515,4177,6523,2,2022-09-06,78
9255,8105,7868,2,2022-07-12,89
7042,9192,4312,5,2023-01-04,68
8011,8750,9627,4,2022-11-07,47
1025,5437,3329,2,2022-11-23,28
2319,2057,1814,1,2022-06-27,71
4913,1376,3240,6,2023-01-06,96
1436,3214,8081,6,2022-07-29,91
7871,6047,9705,7,2022-06-15,77
5277,7908,4495,8,2023-02-17,30
2077,5958,2838,10,2022-10-25,45
3388,2820,6971,1,2023-04-23,52
8339,9998,6753,6,2022-07-06,84
1545,7833,1666,1,2023-04-26,56
1789,1056,9474,8,2023-04-21,12
8380,5271,2484,3,2022-09-03,20
5471,9953,4413,7,2022-07-13,86
8786,5815,1229,1,2022-12-05,33
5836,7896,4444,7,2023-04-16,84
9865,4361,7359,9,2022-07-03,35
4770,3052,8419,3,2022-07-12,83
9443,1933,5103,10,2022-09-05,83
6548,3388,4957,3,2022-10-25,34
6276,9411,1505,7,2022-09-17,45
9138,2941,6711,5,2023-01-13,39
2477,7551,2118,3,2022-11-23,89
2207,1539,4016,9,2022-08-05,76
5088,1515,9123,5,2022-08-30,39
5459,8607,6816,10,2022-10-19,23
8100,3371,7043,4,2023-04-11,41
8415,5421,7557,5,2022-11-23,61
8700,1193,3560,10,2022-12-05,41
3597,5070,4519,10,2022-08-27,22
6801,8384,7477,10,2023-01-17,83
8978,6648,1501,7,2022-06-06,19
2335,4277,3028,7,2022-11-28,98
7576,7762,4475,8,2022-07-07,59
6026,6824,7067,9,2022-09-03,66
3798,4466,6277,8,2022-09-30,71
2141,4676,9651,6,2022-12-30,96
9105,5685,3203,5,2022-12-08,82
8344,3420,9934,6,2023-03-10,97
1186,9229,5287,4,2023-05-08,47
3721,7882,1848,7,2023-01-05,27
5844,9553,7561,10,2023-01-29,41
8105,1294,8037,10,2022-06-06,34
6792,9383,6841,5,2022-09-25,64
3328,6824,2349,6,2023-04-23,43
3756,7991,9136,8,2022-06-23,53
4870,1990,8441,2,2022-08-04,99
7192,5605,8738,7,2023-05-17,98
3629,4183,3243,4,2022-11-14,46
6383,4269,8655,7,2023-04-04,66
8342,8796,9521,2,2022-07-10,53
3984,6108,6376,8,2023-01-10,69
8262,8007,7915,8,2023-03-29,96
9628,1961,3617,2,2022-07-19,38
2124,5184,9869,2,2022-09-11,18
1026,5079,5958,2,2023-05-24,93
8880,4607,2581,5,2022-12-07,58
6401,1785,7204,10,2022-12-13,29
4609,7125,9868,6,2023-05-29,12
9962,7305,5221,4,2023-05-04,50
7504,9186,6960,3,2022-07-07,34
9403,3239,5278,2,2023-05-03,99
7021,7256,9770,1,2022-12-29,19
4236,8722,8185,6,2022-09-27,52
7789,1231,9713,10,2023-04-16,30
2160,8836,9843,1,2023-02-27,44
2122,5588,1608,4,2023-03-16,100
7030,9541,9668,10,2022-12-08,78
4955,8763,8883,6,2022-11-06,59
3785,5870,3968,7,2022-12-16,16
2732,9291,2871,4,2022-06-17,59
2734,4856,4586,8,2022-11-07,77
3287,4110,3426,1,2023-02-03,57
7807,1735,7161,2,2023-04-14,18
3806,5899,7052,7,2022-12-21,89
4002,6970,2374,3,2023-01-13,16
4532,6881,1237,8,2023-03-28,55
6421,6124,2939,9,2022-11-28,30
2102,4451,5314,7,2023-02-18,39
6377,5058,8158,10,2022-08-28,82
8772,7625,7891,3,2022-07-13,17
5073,7694,9942,8,2022-10-18,12
6854,9360,2084,4,2022-11-02,20
1791,4031,4339,5,2022-06-25,93
4146,1483,6885,4,2022-07-25,86
6988,7013,1526,2,2022-11-11,61
2073,3572,3382,4,2023-05-28,75
9806,3028,1524,3,2022-09-21,63
3030,4559,6729,7,2022-12-09,64
4947,8206,8202,2,2023-03-22,75
5575,8504,3684,1,2023-02-16,75
5697,7374,1825,9,2022-08-15,57
3025,3222,6728,5,2022-11-29,59
8005,2713,4650,6,2022-08-02,31
9687,1196,3612,10,2022-07-29,35
9190,1549,5121,5,2022-10-23,26
1769,9277,2929,7,2023-05-07,100
8599,6934,9158,10,2023-03-05,20
6070,1349,4259,8,2022-09-14,99
2962,6559,5684,6,2022-07-07,23
3286,3012,3008,1,2022-07-05,26
8481,1682,3173,2,2023-04-07,25
3745,3090,3872,3,2022-08-01,24
7942,2726,6787,9,2023-04-07,40
5930,4568,7091,7,2022-09-14,90
2873,9692,5850,3,2022-08-02,76
4609,6181,7717,10,2022-11-15,39
9262,8024,3118,10,2023-02-25,20
8614,5097,7554,1,2023-01-07,24
1795,8688,3979,4,2022-11-07,36
9236,2172,3130,3,2023-01-26,91
2312,8339,7618,4,2022-12-11,14
7509,7404,8428,6,2022-11-13,50
9526,1754,4999,9,2023-03-18,89
3943,2994,5963,4,2023-01-20,82
1057,9650,5467,7,2022-10-14,79
1463,6637,2867,4,2022-06-01,41
2993,6346,6408,2,2022-11-01,83
4884,9865,7729,2,2022-07-24,56
9011,9257,9714,2,2023-01-17,86
3327,9393,5637,9,2022-08-04,52
4210,1701,2436,9,2022-11-14,80
7098,3292,3703,3,2022-09-24,35
8409,1830,8753,6,2023-05-25,17
7615,4254,9226,5,2022-08-21,30
3253,9746,4457,1,2023-01-31,72
3111,7616,5256,2,2023-05-13,38
2171,3052,8289,2,2022-08-27,97
7267,8737,8316,6,2023-02-14,48
9511,2298,7530,10,2022-06-06,33
6147,1287,2661,4,2023-01-18,86
2189,5261,5823,1,2022-08-25,81
5978,6467,1298,6,2022-06-19,100
3299,3190,7281,8,2022-06-14,88
4969,3562,2290,1,2022-12-13,68
1341,7070,8721,10,2022-05-29,100
2489,7987,3231,2,2022-07-23,39
2370,2290,4585,6,2023-02-25,56
7485,5425,7825,9,2023-03-05,94
6420,7525,9678,7,2022-09-01,42
8468,2552,1863,6,2022-09-16,41
1720,6003,5948,9,2022-10-08,69
7384,9760,6947,5,2022-08-03,94
9538,5147,7425,7,2022-10-12,42
3353,1040,9830,2,2023-04-15,82
9641,7665,9276,1,2023-04-07,43
3510,8415,7510,10,2022-09-30,21
5952,7405,8787,1,2023-02-08,48
9025,4256,8422,4,2022-12-14,24
2610,8856,4653,1,2023-01-18,29
8205,1605,2598,3,2022-12-25,20
2366,3162,9996,8,2023-03-07,83
9834,2051,2227,9,2022-10-15,61
9923,5625,9729,2,2023-03-03,15
2494,9227,6370,9,2023-04-04,44
2127,4596,9394,7,2023-03-30,26
2126,3425,4634,9,2023-03-10,94
3807,1683,8097,8,2022-12-27,34
3467,1540,8817,8,2022-11-08,65
2598,5419,4198,9,2023-04-23,12
8227,9655,2400,9,2022-08-14,95
8632,5365,9881,2,2022-08-14,18
1237,5875,1122,2,2022-11-16,52
5439,7361,3952,1,2022-07-27,33
3784,8099,3566,7,2022-07-31,54
4969,6270,9972,7,2022-09-03,83
9503,7127,1635,9,2022-06-22,53
4906,1985,4933,9,2022-07-18,68
2310,4054,6768,9,2022-07-26,76
2573,8859,7173,3,2022-12-17,53
5599,5918,5111,5,2023-03-13,42
4547,3086,4300,5,2022-07-28,49
8053,6502,2982,2,2023-02-24,21
6709,6459,9618,4,2022-10-30,13
9148,5056,6468,1,2023-04-20,69
7083,6677,2419,7,2023-03-01,31
2975,1871,2256,6,2022-11-29,51
3917,3246,7075,5,2022-08-28,97
4331,4892,7273,9,2023-04-06,46
7552,8179,2250,4,2023-04-29,98
7662,5897,5484,2,2023-05-08,90
1054,1940,7123,8,2022-07-02,38
4515,9311,6052,10,2023-04-20,22
5873,6363,5127,7,2022-06-14,21
5713,9617,1884,6,2022-07-27,98
9912,5733,7631,3,2022-08-03,58
7000,8804,5489,7,2022-08-18,15
5917,4055,2882,3,2022-07-26,59
8331,7568,3452,3,2022-08-19,89
3223,9838,2654,9,2022-10-17,91
4512,8795,2518,6,2022-11-06,12
8019,6359,3544,9,2022-10-11,48
3684,7791,5781,2,2022-07-09,52
2938,3277,6640,8,2022-08-19,83
3430,9992,3590,6,2023-02-12,59
4307,1396,7298,2,2022-11-08,51
6030,3288,1886,3,2023-03-10,65
5907,7111,9645,8,2022-10-29,94
3026,8993,2994,3,2023-05-23,13
2210,3782,7421,2,2022-09-17,71
5120,7291,6185,10,2023-03-03,67
2784,4617,3096,9,2023-01-08,56
1880,2069,9753,7,2023-05-06,76
5055,9638,3568,4,2023-04-07,13
2798,4318,1244,5,2022-12-30,45
4737,4205,9196,9,2023-05-26,72
5617,4316,6001,6,2022-06-27,57
8515,9256,2791,10,2023-03-19,51
2944,6148,8635,6,2022-05-31,46
8504,6405,2431,6,2023-05-12,98
5306,5246,6423,1,2023-05-24,48
4725,7358,6186,4,2022-12-12,12
6204,7001,7760,8,2022-12-05,25
5884,7913,1873,3,2023-05-13,75
2296,4527,8111,4,2022-06-20,49
3322,4132,3437,1,2023-04-11,55
7156,6063,7335,3,2022-08-20,59
9374,6843,2468,7,2022-06-29,57
7347,6884,5925,1,2023-05-08,15
9949,3261,9789,8,2023-02-16,97
9172,3197,3903,7,2023-02-02,19
7619,3500,9845,6,2022-11-12,49
5363,2631,3861,8,2022-08-28,22
1763,7693,9832,9,2022-07-14,30
2038,3609,6517,4,2023-05-18,63
8614,4552,4874,2,2023-01-27,38
2008,1216,8044,5,2023-04-17,29
5039,2335,2229,9,2023-03-06,59
6980,3984,9296,3,2022-09-17,62
3896,2785,7774,9,2022-08-16,25
6652,1712,3135,2,2022-11-01,83
3383,3628,2803,6,2022-07-24,82
2375,4446,2084,10,2022-08-13,61
5564,5171,2048,2,2023-01-23,74
5161,3889,8990,6,2023-05-17,74
4379,9806,1572,4,2022-10-10,36
9122,3589,8420,2,2023-04-07,49
8091,7506,3072,4,2022-10-13,95
2565,2063,3313,8,2023-02-11,99
6403,7497,3971,4,2022-07-06,61
8377,5058,1898,2,2023-05-09,90
3078,2570,9120,1,2023-01-10,27
3958,9572,6636,1,2023-03-17,36
3864,7030,1195,2,2023-02-27,47
4722,8402,2771,2,2022-12-11,52
8616,4323,5455,5,2022-12-14,39
7345,5992,4389,3,2022-06-30,47
7278,7306,9633,5,2022-09-23,41
3906,8614,1234,4,2022-09-05,77
8790,1391,3423,7,2023-03-28,88
8479,2486,9986,8,2023-01-16,93
7366,9634,1988,5,2022-10-11,31
6131,5814,1572,2,2022-06-16,87
3882,9146,2854,7,2022-11-14,25
2583,3661,7763,5,2023-01-28,86
8972,1391,5241,10,2022-11-04,85
5629,1988,1550,9,2022-11-22,100
8812,7724,9870,8,2022-11-20,43
1283,6565,8128,10,2023-02-20,31
3294,2817,2295,10,2022-07-25,60
3827,4971,6438,5,2023-03-25,89
3168,1187,6687,3,2022-06-05,15
2724,5458,2341,3,2022-11-12,63
2052,5972,1990,3,2022-11-03,23
2105,5753,3396,7,2023-05-06,55
7618,3101,9903,7,2023-05-02,81
4265,4330,4037,3,2022-09-03,69
9907,5766,6976,10,2022-11-26,85
7964,8386,8169,2,2023-03-29,44
9127,9542,8002,4,2023-01-24,12
7922,3877,5100,5,2023-04-05,26
7304,3735,1995,8,2023-05-18,82
2578,4621,6557,6,2022-07-02,70
3616,5526,8928,5,2023-05-15,67
9178,6468,4932,2,2023-05-20,23
8551,5644,5088,4,2022-09-22,52
5427,9409,3228,8,2022-11-08,50
7834,9752,9583,3,2023-02-26,87
7954,7831,6464,4,2023-02-03,18
6386,7007,2946,1,2022-10-14,25
4463,4045,3663,1,2022-05-31,79
1412,2879,3697,5,2022-08-30,45
4435,1571,2548,4,2022-12-18,29
8000,9430,9212,5,2022-08-11,44
7869,8702,3914,8,2022-07-25,96
1306,6128,9392,3,2022-12-03,18
3281,1457,4006,10,2023-01-18,66
3830,7485,3253,3,2022-10-25,84
6789,9690,6393,7,2022-10-10,20
7789,4630,6815,10,2022-10-12,69
4624,3099,5747,6,2022-08-11,92
3234,4905,9002,4,2022-12-08,88
6050,4100,7208,10,2022-10-25,69
4802,7538,1905,3,2023-04-09,42
9030,8921,7197,9,2022-07-01,45
2137,8997,1109,7,2023-05-03,20
4411,4159,3403,9,2023-04-26,94
7700,6854,5938,6,2023-01-22,88
4504,8425,6125,6,2022-07-16,35
4333,9608,5739,3,2023-03-30,71
7388,1914,8778,6,2022-10-18,23
8091,7368,7579,10,2022-12-30,23
3706,9140,7423,2,2022-06-04,67
5808,5391,3673,5,2022-10-01,58
7088,9344,3432,9,2023-01-01,26
8945,8744,2951,5,2023-03-03,25
9163,8827,2698,9,2022-06-25,62
6442,2837,1925,7,2023-05-22,99
7897,4595,7204,8,2022-07-05,26
7045,6673,8768,8,2022-06-03,24
2199,2863,5486,9,2023-03-18,11
8965,6228,2653,6,2023-02-06,50
9956,8556,4168,1,2023-04-16,51
9045,1355,3594,10,2022-10-08,79
8857,2988,6611,5,2023-03-12,74
3590,5245,7593,10,2022-06-28,40
2207,8258,9891,1,2022-10-09,17
7197,8277,5390,4,2023-05-11,20
1401,2619,1680,3,2023-05-03,52
8754,2287,3684,6,2022-11-12,46
7185,6397,5338,4,2023-04-28,81
6134,7544,6508,3,2022-06-14,38
1115,3542,3644,1,2022-09-19,79
2317,9221,1014,6,2022-06-08,72
4433,7297,8136,3,2022-12-25,60
5154,3589,2248,1,2022-08-23,54
6109,3443,7520,10,2023-01-06,59
6708,4589,7745,2,2022-08-19,48
3590,5216,3008,5,2023-04-13,23
4700,2700,8632,4,2022-12-05,38
2445,6619,8570,5,2022-10-27,78
8326,4628,6722,3,2022-09-18,38
5913,9962,8881,8,2023-01-18,64
5406,9781,1310,9,2022-10-03,55
3093,3367,4362,1,2023-01-11,25
8631,2110,5444,7,2023-03-11,90
1669,6514,6280,9,2022-09-11,18
5186,4814,2270,9,2023-03-29,45
3493,7386,8522,7,2022-06-27,43
4011,3978,1904,9,2022-12-17,65
3183,6496,4912,4,2023-05-26,83
5519,9799,7691,6,2022-09-19,48
2903,3816,3232,10,2022-11-09,51
6690,4329,1356,7,2022-09-30,64
3585,1948,9395,1,2022-12-21,69
6712,4585,7472,2,2023-05-10,79
5482,9400,3667,6,2023-03-02,52
5475,5406,9500,8,2023-01-07,30
9903,4703,8573,4,2023-02-15,42
5569,7374,9956,3,2022-07-30,17
7809,8117,2184,1,2022-10-19,50
8261,9786,7879,5,2022-10-19,13
4523,5883,9073,8,2023-02-17,72
2227,3836,6722,1,2023-03-05,18
2600,9760,8203,3,2022-10-20,53
4592,7259,8764,4,2022-07-12,33
8998,5941,1596,7,2022-10-18,95
8887,5990,3089,2,2022-06-29,16
7105,1468,2710,10,2022-06-09,62
2289,6613,4078,3,2022-11-07,18
7117,6878,6557,5,2023-03-18,69
2830,9512,3431,3,2022-11-01,60
1730,3822,6243,8,2022-08-27,93
8948,3683,8740,4,2022-11-25,78
5921,2812,9385,3,2022-11-13,97
2629,4252,3486,5,2022-08-09,37
3893,5925,5261,2,2022-06-20,38
1518,9684,6646,1,2022-09-03,65
7169,7503,9172,8,2022-09-18,25
7373,2992,6522,10,2023-03-19,45
2356,3100,1702,9,2023-02-24,24
5718,9389,6265,8,2023-04-28,29
7100,8997,9713,5,2022-11-29,85
3055,9507,3003,5,2022-07-30,98
1893,4989,9975,10,2022-06-03,78
9807,3644,9426,7,2022-09-03,67
7101,5891,2976,2,2022-06-25,36
6503,7887,3491,9,2023-01-26,77
5832,9239,7321,1,2022-12-05,87
4255,7637,8073,7,2022-10-10,78
9647,6124,4873,4,2023-02-28,61
1918,4667,9353,8,2023-05-12,79
3439,9778,3463,9,2023-02-23,41
2594,9392,6032,5,2023-04-25,17
4259,2839,5341,1,2023-01-31,84
9344,4883,1059,8,2022-11-02,70
1074,1259,9868,9,2022-10-15,28
7878,7525,8303,8,2023-02-26,99
9699,7807,8283,9,2023-04-29,36
1029,8853,2060,4,2022-09-24,20
2837,4823,6117,6,2023-03-30,85
2453,3019,2936,3,2023-02-15,99
6830,2717,6905,5,2023-04-25,44
6505,9970,3233,10,2022-09-01,96
8507,9597,6328,7,2023-03-28,96
5806,5668,5749,8,2023-05-23,20
5428,5135,7912,6,2022-11-30,27
7088,2694,9798,9,2022-12-07,53
2662,8009,8757,8,2022-12-12,61
6235,6798,6678,9,2022-07-02,33
4294,8502,6565,4,2022-12-16,67
2764,4104,9149,1,2022-12-21,69
7485,4504,8279,8,2023-03-23,23
5069,5441,8888,2,2022-07-22,62
1598,5435,7659,6,2023-03-23,70
9796,7179,6986,9,2022-10-22,73
2625,1021,9810,6,2023-04-11,18
2917,3037,3077,8,2022-07-10,37
7678,6707,4916,2,2023-04-15,76
3006,8516,1312,10,2022-11-15,10
7145,9576,5709,5,2022-08-17,23
3119,1747,1462,7,2023-04-25,93
2912,8445,4365,4,2022-06-06,29
3849,9620,4899,7,2022-09-23,21
1314,1439,4016,7,2022-07-05,29
8252,1358,5573,6,2022-08-07,36
7637,9493,3360,9,2022-07-21,59
6395,9589,2730,9,2022-12-13,21
1501,6548,9011,8,2022-06-26,15
6043,3524,9083,4,2023-02-03,53
7596,4410,1815,8,2022-06-20,37
1576,8533,3808,6,2022-08-11,58
5824,2682,5771,10,2023-01-28,10
5056,4964,5714,7,2022-07-18,45
9785,7032,2825,3,2022-10-02,36
1800,3198,3917,7,2023-05-26,63
6282,4319,1257,8,2023-02-01,99
6174,5839,5896,9,2022-11-29,54
7679,3034,8156,7,2022-10-21,52
2041,8088,7383,8,2023-03-17,52
8630,9656,9667,9,2023-05-22,11
2243,1149,8094,2,2023-04-08,71
1172,8123,9559,3,2022-09-07,76
8787,4276,8931,9,2023-05-08,44
5812,8718,7094,3,2022-11-24,99
2074,5117,9683,7,2022-09-16,47
3056,7787,8611,9,2022-06-10,97
7007,8271,8485,5,2023-01-08,59
2200,8506,9328,7,2022-06-19,23
5739,2921,6930,8,2022-12-22,50
7178,9076,3735,7,2022-12-21,75
8016,5133,3358,3,2022-08-15,90
7450,4932,4788,9,2023-02-17,74
5046,4988,3388,8,2022-07-08,62
5786,5016,9397,7,2022-08-25,96
9973,3174,1718,8,2022-06-02,69
1054,6806,2052,8,2022-07-08,76
1472,4563,1014,7,2022-09-24,27
3005,5354,6019,8,2022-06-11,83
3593,8495,6814,5,2023-01-25,53
2257,1937,3315,10,2022-08-30,45
9417,9710,9252,8,2022-10-28,36
1298,3521,9998,1,2022-11-16,84
